,Global CO2 flux from cont. arcs (Mt C/yr),Global CO2 flux from cont. arcs (Mt C/yr),Global CO2 flux from cont. arcs (Mt C/yr)
Age (Ma),min,mean,max
692,3.476034188,5.186505073,6.899051919
693,3.443555556,5.140281849,6.831331828
694,3.411076923,5.094058625,6.763611738
695,3.378598291,5.0478354,6.695891648
696,3.346119658,5.001612176,6.629491228
697,3.313641026,4.955388952,6.564578947
698,3.282153846,4.909165727,6.499666667
699,3.251384615,4.862942503,6.434754386
700,3.220615385,4.817669903,6.369842105
701,3.189846154,4.77276699,6.304929825
702,3.159076923,4.727864078,6.23826087
703,3.128307692,4.682961165,6.171067194
704,3.09793953,4.638058252,6.103873518
705,3.072183651,4.59315534,6.036679842
706,3.046427772,4.548252427,5.969486166
707,3.020671892,4.503349515,5.916403785
708,2.994916013,4.462142052,5.869085174
709,2.969160134,4.424937993,5.821766562
710,2.943404255,4.387733935,5.77444795
711,2.917648376,4.350529876,5.727129338
712,2.891892497,4.313325817,5.679810726
713,2.867416974,4.276121759,5.635387046
714,2.850196802,4.2389177,5.595892575
715,2.83297663,4.201713641,5.556398104
716,2.815756458,4.164509583,5.516903633
717,2.798536285,4.141980719,5.477409163
718,2.781316113,4.128834356,5.437914692
719,2.764095941,4.115687993,5.399605911
720,2.746875769,4.10254163,5.389753695
721,2.729884058,4.089395267,5.379901478
722,2.724086957,4.076248904,5.370049261
723,2.718289855,4.063102542,5.360197044
724,2.712492754,4.049956179,5.350344828
725,2.706695652,4.036809816,5.340492611
726,2.700898551,4.023663453,5.330640394
727,2.695101449,4.01051709,5.320788177
728,2.690134078,4.000300075,5.310935961
729,2.691251397,4.00180045,5.301083744
730,2.692368715,4.003300825,5.300934874
731,2.693486034,4.0048012,5.301985294
732,2.694603352,4.006301575,5.303035714
733,2.69572067,4.00780195,5.304086134
734,2.696837989,4.009302326,5.305136555
735,2.697955307,4.010802701,5.306186975
736,2.699072626,4.012303076,5.307237395
737,2.701101036,4.013803451,5.308287815
738,2.70757772,4.015303826,5.309338235
739,2.714054404,4.016804201,5.314240688
740,2.720531088,4.018304576,5.325702006
741,2.727007772,4.019804951,5.337163324
742,2.733484456,4.031142857,5.348624642
743,2.73996114,4.043950739,5.36008596
744,2.746437824,4.056758621,5.371547278
745,2.752459016,4.069566502,5.383008596
746,2.757923497,4.082374384,5.394913386
747,2.763387978,4.095182266,5.407511811
748,2.768852459,4.107990148,5.420110236
749,2.77431694,4.12079803,5.432708661
750,2.779781421,4.133605911,5.445307087
